5000m,Men,13:36.19,1081.0
10000m,Men,28:33.69,1081.0
2000m SC,Men,5:35.08,1080.0
3000m,Men,7:55.97,1080.0
3000m SC,Men,8:39.76,1080.0
2 Miles,Men,8:32.84,1080.0
5000m,Men,13:36.48,1080.0
10000m,Men,28:34.35,1080.0
2000m SC,Men,5:35.23,1079.0
3000m,Men,7:56.14,1079.0
3000m SC,Men,8:40.00,1079.0
2 Miles,Men,8:33.02,1079.0
5000m,Men,13:36.77,1079.0
10000m,Men,28:35.02,1079.0
2000m SC,Men,5:35.38,1078.0
3000m,Men,7:56.31,1078.0
3000m SC,Men,8:40.23,1078.0
2 Miles,Men,8:33.20,1078.0
5000m,Men,13:37.06,1078.0
10000m,Men,28:35.68,1078.0
2000m SC,Men,5:35.53,1077.0
3000m,Men,7:56.47,1077.0
3000m SC,Men,8:40.46,1077.0
2 Miles,Men,8:33.39,1077.0
5000m,Men,13:37.35,1077.0
10000m,Men,28:36.35,1077.0
2000m SC,Men,5:35.68,1076.0
3000m,Men,7:56.64,1076.0
3000m SC,Men,8:40.69,1076.0
2 Miles,Men,8:33.57,1076.0
5000m,Men,13:37.64,1076.0
10000m,Men,28:37.01,1076.0
2000m SC,Men,5:35.83,1075.0
3000m,Men,7:56.81,1075.0
3000m SC,Men,8:40.92,1075.0
2 Miles,Men,8:33.75,1075.0
5000m,Men,13:37.93,1075.0
10000m,Men,28:37.68,1075.0
2000m SC,Men,5:35.98,1074.0
3000m,Men,7:56.98,1074.0
3000m SC,Men,8:41.15,1074.0
2 Miles,Men,8:33.93,1074.0
5000m,Men,13:38.22,1074.0
10000m,Men,28:38.35,1074.0
2000m SC,Men,5:36.13,1073.0
3000m,Men,7:57.15,1073.0
3000m SC,Men,8:41.39,1073.0
2 Miles,Men,8:34.11,1073.0
5000m,Men,13:38.51,1073.0
10000m,Men,28:39.01,1073.0
2000m SC,Men,5:36.28,1072.0
3000m,Men,7:57.32,1072.0
3000m SC,Men,8:41.62,1072.0
2 Miles,Men,8:34.30,1072.0
5000m,Men,13:38.80,1072.0
10000m,Men,28:39.68,1072.0
2000m SC,Men,5:36.43,1071.0
3000m,Men,7:57.49,1071.0
3000m SC,Men,8:41.85,1071.0
2 Miles,Men,8:34.48,1071.0
5000m,Men,13:39.09,1071.0
10000m,Men,28:40.35,1071.0
2000m SC,Men,5:36.58,1070.0
3000m,Men,7:57.66,1070.0
3000m SC,Men,8:42.08,1070.0
2 Miles,Men,8:34.66,1070.0
5000m,Men,13:39.37,1070.0
10000m,Men,28:41.01,1070.0
2000m SC,Men,5:36.74,1069.0
3000m,Men,7:57.83,1069.0
3000m SC,Men,8:42.32,1069.0
2 Miles,Men,8:34.84,1069.0
5000m,Men,13:39.67,1069.0
10000m,Men,28:41.68,1069.0
2000m SC,Men,5:36.89,1068.0
3000m,Men,7:58.00,1068.0
3000m SC,Men,8:42.55,1068.0
2 Miles,Men,8:35.03,1068.0
5000m,Men,13:39.96,1068.0
10000m,Men,28:42.35,1068.0
2000m SC,Men,5:37.04,1067.0
3000m,Men,7:58.17,1067.0
3000m SC,Men,8:42.78,1067.0
2 Miles,Men,8:35.21,1067.0
5000m,Men,13:40.25,1067.0
10000m,Men,28:43.02,1067.0
2000m SC,Men,5:37.19,1066.0
3000m,Men,7:58.34,1066.0
3000m SC,Men,8:43.02,1066.0
2 Miles,Men,8:35.39,1066.0
5000m,Men,13:40.54,1066.0
10000m,Men,28:43.69,1066.0
2000m SC,Men,5:37.34,1065.0
3000m,Men,7:58.51,1065.0
3000m SC,Men,8:43.25,1065.0
2 Miles,Men,8:35.57,1065.0
5000m,Men,13:40.83,1065.0
10000m,Men,28:44.36,1065.0
2000m SC,Men,5:37.49,1064.0
3000m,Men,7:58.67,1064.0
3000m SC,Men,8:43.48,1064.0
2 Miles,Men,8:35.76,1064.0
5000m,Men,13:41.12,1064.0
10000m,Men,28:45.03,1064.0
2000m SC,Men,5:37.64,1063.0
3000m,Men,7:58.84,1063.0
3000m SC,Men,8:43.72,1063.0
2 Miles,Men,8:35.94,1063.0
5000m,Men,13:41.41,1063.0
10000m,Men,28:45.70,1063.0
2000m SC,Men,5:37.80,1062.0
3000m,Men,7:59.01,1062.0
3000m SC,Men,8:43.95,1062.0
2 Miles,Men,8:36.12,1062.0
5000m,Men,13:41.70,1062.0
10000m,Men,28:46.37,1062.0
2000m SC,Men,5:37.95,1061.0
3000m,Men,7:59.18,1061.0
3000m SC,Men,8:44.18,1061.0
2 Miles,Men,8:36.30,1061.0
5000m,Men,13:41.99,1061.0
10000m,Men,28:47.04,1061.0
2000m SC,Men,5:38.10,1060.0
3000m,Men,7:59.35,1060.0
3000m SC,Men,8:44.42,1060.0
2 Miles,Men,8:36.49,1060.0
5000m,Men,13:42.28,1060.0
10000m,Men,28:47.71,1060.0
2000m SC,Men,5:38.25,1059.0
3000m,Men,7:59.52,1059.0
3000m SC,Men,8:44.65,1059.0
2 Miles,Men,8:36.67,1059.0
5000m,Men,13:42.57,1059.0
10000m,Men,28:48.38,1059.0
2000m SC,Men,5:38.40,1058.0
3000m,Men,7:59.70,1058.0
3000m SC,Men,8:44.88,1058.0
2 Miles,Men,8:36.85,1058.0
5000m,Men,13:42.86,1058.0
10000m,Men,28:49.05,1058.0
2000m SC,Men,5:38.56,1057.0
3000m,Men,7:59.87,1057.0
3000m SC,Men,8:45.12,1057.0
2 Miles,Men,8:37.04,1057.0
5000m,Men,13:43.16,1057.0
10000m,Men,28:49.72,1057.0
2000m SC,Men,5:38.71,1056.0
3000m,Men,8:00.04,1056.0
3000m SC,Men,8:45.35,1056.0
2 Miles,Men,8:37.22,1056.0
5000m,Men,13:43.45,1056.0
10000m,Men,28:50.39,1056.0
2000m SC,Men,5:38.86,1055.0
3000m,Men,8:00.21,1055.0
3000m SC,Men,8:45.59,1055.0
2 Miles,Men,8:37.40,1055.0
5000m,Men,13:43.74,1055.0
10000m,Men,28:51.07,1055.0
2000m SC,Men,5:39.01,1054.0
3000m,Men,8:00.38,1054.0
3000m SC,Men,8:45.82,1054.0
2 Miles,Men,8:37.59,1054.0
5000m,Men,13:44.03,1054.0
10000m,Men,28:51.74,1054.0
2000m SC,Men,5:39.16,1053.0
3000m,Men,8:00.55,1053.0
3000m SC,Men,8:46.06,1053.0
2 Miles,Men,8:37.77,1053.0
5000m,Men,13:44.32,1053.0
10000m,Men,28:52.41,1053.0
2000m SC,Men,5:39.32,1052.0
3000m,Men,8:00.72,1052.0
3000m SC,Men,8:46.29,1052.0
2 Miles,Men,8:37.96,1052.0
5000m,Men,13:44.62,1052.0
10000m,Men,28:53.09,1052.0
2000m SC,Men,5:39.47,1051.0
3000m,Men,8:00.89,1051.0
3000m SC,Men,8:46.53,1051.0
2 Miles,Men,8:38.14,1051.0
5000m,Men,13:44.91,1051.0
10000m,Men,28:53.76,1051.0
2000m SC,Men,5:39.62,1050.0
3000m,Men,8:01.06,1050.0
3000m SC,Men,8:46.76,1050.0
2 Miles,Men,8:38.32,1050.0
5000m,Men,13:45.20,1050.0
10000m,Men,28:54.43,1050.0
2000m SC,Men,5:39.77,1049.0
3000m,Men,8:01.23,1049.0
3000m SC,Men,8:46.99,1049.0
2 Miles,Men,8:38.51,1049.0
5000m,Men,13:45.50,1049.0
10000m,Men,28:55.11,1049.0
2000m SC,Men,5:39.93,1048.0
3000m,Men,8:01.40,1048.0
3000m SC,Men,8:47.23,1048.0
2 Miles,Men,8:38.69,1048.0
5000m,Men,13:45.79,1048.0
10000m,Men,28:55.78,1048.0
2000m SC,Men,5:40.08,1047.0
3000m,Men,8:01.57,1047.0
3000m SC,Men,8:47.47,1047.0
2 Miles,Men,8:38.88,1047.0
5000m,Men,13:46.08,1047.0
10000m,Men,28:56.46,1047.0
2000m SC,Men,5:40.23,1046.0
3000m,Men,8:01.74,1046.0
3000m SC,Men,8:47.70,1046.0
2 Miles,Men,8:39.06,1046.0
5000m,Men,13:46.37,1046.0
10000m,Men,28:57.13,1046.0
2000m SC,Men,5:40.39,1045.0
3000m,Men,8:01.92,1045.0
3000m SC,Men,8:47.94,1045.0
2 Miles,Men,8:39.25,1045.0
5000m,Men,13:46.67,1045.0
10000m,Men,28:57.81,1045.0
2000m SC,Men,5:40.54,1044.0
3000m,Men,8:02.09,1044.0
3000m SC,Men,8:48.17,1044.0
2 Miles,Men,8:39.43,1044.0
5000m,Men,13:46.96,1044.0
10000m,Men,28:58.48,1044.0
2000m SC,Men,5:40.69,1043.0
3000m,Men,8:02.26,1043.0
3000m SC,Men,8:48.41,1043.0
2 Miles,Men,8:39.61,1043.0
5000m,Men,13:47.26,1043.0
10000m,Men,28:59.16,1043.0
2000m SC,Men,5:40.84,1042.0
3000m,Men,8:02.43,1042.0
3000m SC,Men,8:48.64,1042.0
2 Miles,Men,8:39.80,1042.0
5000m,Men,13:47.55,1042.0
10000m,Men,28:59.84,1042.0
2000m SC,Men,5:41.00,1041.0
3000m,Men,8:02.60,1041.0
3000m SC,Men,8:48.88,1041.0
2 Miles,Men,8:39.98,1041.0
5000m,Men,13:47.84,1041.0
10000m,Men,29:00.51,1041.0
2000m SC,Men,5:41.15,1040.0
3000m,Men,8:02.77,1040.0
3000m SC,Men,8:49.11,1040.0
2 Miles,Men,8:40.17,1040.0
5000m,Men,13:48.14,1040.0
10000m,Men,29:01.19,1040.0
2000m SC,Men,5:41.30,1039.0
3000m,Men,8:02.95,1039.0
3000m SC,Men,8:49.35,1039.0
2 Miles,Men,8:40.35,1039.0
5000m,Men,13:48.43,1039.0
10000m,Men,29:01.87,1039.0
2000m SC,Men,5:41.46,1038.0
3000m,Men,8:03.12,1038.0
3000m SC,Men,8:49.59,1038.0
2 Miles,Men,8:40.54,1038.0
5000m,Men,13:48.73,1038.0
10000m,Men,29:02.54,1038.0
2000m SC,Men,5:41.61,1037.0
3000m,Men,8:03.29,1037.0
3000m SC,Men,8:49.82,1037.0
2 Miles,Men,8:40.72,1037.0
5000m,Men,13:49.02,1037.0
10000m,Men,29:03.22,1037.0
2000m SC,Men,5:41.76,1036.0
3000m,Men,8:03.46,1036.0
3000m SC,Men,8:50.06,1036.0
2 Miles,Men,8:40.91,1036.0
5000m,Men,13:49.31,1036.0
10000m,Men,29:03.90,1036.0
2000m SC,Men,5:41.92,1035.0
3000m,Men,8:03.63,1035.0
3000m SC,Men,8:50.30,1035.0
2 Miles,Men,8:41.09,1035.0
5000m,Men,13:49.61,1035.0
10000m,Men,29:04.58,1035.0
2000m SC,Men,5:42.07,1034.0
3000m,Men,8:03.81,1034.0
3000m SC,Men,8:50.53,1034.0
2 Miles,Men,8:41.28,1034.0
5000m,Men,13:49.90,1034.0
10000m,Men,29:05.26,1034.0
2000m SC,Men,5:42.23,1033.0
3000m,Men,8:03.98,1033.0
3000m SC,Men,8:50.77,1033.0
2 Miles,Men,8:41.47,1033.0
5000m,Men,13:50.20,1033.0
10000m,Men,29:05.94,1033.0
2000m SC,Men,5:42.38,1032.0
3000m,Men,8:04.15,1032.0
3000m SC,Men,8:51.01,1032.0
2 Miles,Men,8:41.65,1032.0
5000m,Men,13:50.49,1032.0
10000m,Men,29:06.62,1032.0
2000m SC,Men,5:42.53,1031.0
3000m,Men,8:04.32,1031.0
3000m SC,Men,8:51.24,1031.0
2 Miles,Men,8:41.84,1031.0
5000m,Men,13:50.79,1031.0
10000m,Men,29:07.30,1031.0
2000m SC,Men,5:42.69,1030.0
3000m,Men,8:04.49,1030.0
3000m SC,Men,8:51.48,1030.0
2 Miles,Men,8:42.02,1030.0
5000m,Men,13:51.09,1030.0
10000m,Men,29:07.98,1030.0
2000m SC,Men,5:42.84,1029.0
3000m,Men,8:04.67,1029.0
3000m SC,Men,8:51.72,1029.0
2 Miles,Men,8:42.21,1029.0
5000m,Men,13:51.38,1029.0
10000m,Men,29:08.66,1029.0
2000m SC,Men,5:43.00,1028.0
3000m,Men,8:04.84,1028.0
3000m SC,Men,8:51.95,1028.0
2 Miles,Men,8:42.39,1028.0
5000m,Men,13:51.68,1028.0
10000m,Men,29:09.34,1028.0
2000m SC,Men,5:43.15,1027.0
3000m,Men,8:05.01,1027.0
3000m SC,Men,8:52.19,1027.0
2 Miles,Men,8:42.58,1027.0
5000m,Men,13:51.97,1027.0
10000m,Men,29:10.02,1027.0
2000m SC,Men,5:43.30,1026.0
3000m,Men,8:05.19,1026.0
3000m SC,Men,8:52.43,1026.0
2 Miles,Men,8:42.77,1026.0
5000m,Men,13:52.27,1026.0
10000m,Men,29:10.70,1026.0
2000m SC,Men,5:43.46,1025.0
3000m,Men,8:05.36,1025.0
3000m SC,Men,8:52.67,1025.0
2 Miles,Men,8:42.95,1025.0
5000m,Men,13:52.57,1025.0
10000m,Men,29:11.39,1025.0
2000m SC,Men,5:43.61,1024.0
3000m,Men,8:05.53,1024.0
3000m SC,Men,8:52.90,1024.0
2 Miles,Men,8:43.14,1024.0
5000m,Men,13:52.86,1024.0
10000m,Men,29:12.07,1024.0
2000m SC,Men,5:43.77,1023.0
3000m,Men,8:05.70,1023.0
3000m SC,Men,8:53.14,1023.0
2 Miles,Men,8:43.33,1023.0
5000m,Men,13:53.16,1023.0
10000m,Men,29:12.75,1023.0
2000m SC,Men,5:43.92,1022.0
3000m,Men,8:05.88,1022.0
3000m SC,Men,8:53.38,1022.0
2 Miles,Men,8:43.51,1022.0
5000m,Men,13:53.46,1022.0
10000m,Men,29:13.43,1022.0
2000m SC,Men,5:44.08,1021.0
3000m,Men,8:06.05,1021.0
3000m SC,Men,8:53.62,1021.0
2 Miles,Men,8:43.70,1021.0
5000m,Men,13:53.75,1021.0
10000m,Men,29:14.12,1021.0
2000m SC,Men,5:44.23,1020.0
3000m,Men,8:06.22,1020.0
3000m SC,Men,8:53.86,1020.0
2 Miles,Men,8:43.88,1020.0
5000m,Men,13:54.05,1020.0
10000m,Men,29:14.80,1020.0
2000m SC,Men,5:44.39,1019.0
3000m,Men,8:06.40,1019.0
3000m SC,Men,8:54.10,1019.0
2 Miles,Men,8:44.07,1019.0
5000m,Men,13:54.35,1019.0
10000m,Men,29:15.49,1019.0
2000m SC,Men,5:44.54,1018.0
3000m,Men,8:06.57,1018.0
3000m SC,Men,8:54.33,1018.0
2 Miles,Men,8:44.26,1018.0
5000m,Men,13:54.64,1018.0
10000m,Men,29:16.17,1018.0
2000m SC,Men,5:44.70,1017.0
3000m,Men,8:06.75,1017.0
3000m SC,Men,8:54.57,1017.0
2 Miles,Men,8:44.45,1017.0
5000m,Men,13:54.94,1017.0
10000m,Men,29:16.85,1017.0
2000m SC,Men,5:44.85,1016.0
3000m,Men,8:06.92,1016.0
3000m SC,Men,8:54.81,1016.0
2 Miles,Men,8:44.63,1016.0
5000m,Men,13:55.24,1016.0
10000m,Men,29:17.54,1016.0
2000m SC,Men,5:45.01,1015.0
3000m,Men,8:07.09,1015.0
3000m SC,Men,8:55.05,1015.0
2 Miles,Men,8:44.82,1015.0
5000m,Men,13:55.54,1015.0
10000m,Men,29:18.23,1015.0
2000m SC,Men,5:45.16,1014.0
3000m,Men,8:07.27,1014.0
3000m SC,Men,8:55.29,1014.0
2 Miles,Men,8:45.01,1014.0
5000m,Men,13:55.83,1014.0
10000m,Men,29:18.91,1014.0
2000m SC,Men,5:45.32,1013.0
3000m,Men,8:07.44,1013.0
3000m SC,Men,8:55.53,1013.0
2 Miles,Men,8:45.19,1013.0
5000m,Men,13:56.13,1013.0
10000m,Men,29:19.60,1013.0
2000m SC,Men,5:45.47,1012.0
3000m,Men,8:07.61,1012.0
3000m SC,Men,8:55.77,1012.0
2 Miles,Men,8:45.38,1012.0
5000m,Men,13:56.43,1012.0
10000m,Men,29:20.28,1012.0
2000m SC,Men,5:45.63,1011.0
3000m,Men,8:07.79,1011.0
3000m SC,Men,8:56.01,1011.0
2 Miles,Men,8:45.57,1011.0
5000m,Men,13:56.73,1011.0
10000m,Men,29:20.97,1011.0
2000m SC,Men,5:45.78,1010.0
3000m,Men,8:07.96,1010.0
3000m SC,Men,8:56.25,1010.0
2 Miles,Men,8:45.76,1010.0
5000m,Men,13:57.03,1010.0
10000m,Men,29:21.66,1010.0
2000m SC,Men,5:45.94,1009.0
3000m,Men,8:08.14,1009.0
3000m SC,Men,8:56.49,1009.0
2 Miles,Men,8:45.94,1009.0
5000m,Men,13:57.33,1009.0
10000m,Men,29:22.35,1009.0
2000m SC,Men,5:46.09,1008.0
3000m,Men,8:08.31,1008.0
3000m SC,Men,8:56.73,1008.0
2 Miles,Men,8:46.13,1008.0
5000m,Men,13:57.62,1008.0
10000m,Men,29:23.03,1008.0
2000m SC,Men,5:46.25,1007.0
3000m,Men,8:08.49,1007.0
3000m SC,Men,8:56.97,1007.0
2 Miles,Men,8:46.32,1007.0
5000m,Men,13:57.92,1007.0
10000m,Men,29:23.72,1007.0
2000m SC,Men,5:46.41,1006.0
3000m,Men,8:08.66,1006.0
3000m SC,Men,8:57.20,1006.0
2 Miles,Men,8:46.51,1006.0
5000m,Men,13:58.22,1006.0
10000m,Men,29:24.41,1006.0
2000m SC,Men,5:46.56,1005.0
3000m,Men,8:08.84,1005.0
3000m SC,Men,8:57.45,1005.0
2 Miles,Men,8:46.70,1005.0
5000m,Men,13:58.52,1005.0
10000m,Men,29:25.10,1005.0
2000m SC,Men,5:46.72,1004.0
3000m,Men,8:09.01,1004.0
3000m SC,Men,8:57.69,1004.0
2 Miles,Men,8:46.88,1004.0
5000m,Men,13:58.82,1004.0
10000m,Men,29:25.79,1004.0
2000m SC,Men,5:46.87,1003.0
3000m,Men,8:09.19,1003.0
3000m SC,Men,8:57.93,1003.0
2 Miles,Men,8:47.07,1003.0
5000m,Men,13:59.12,1003.0
10000m,Men,29:26.48,1003.0
2000m SC,Men,5:47.03,1002.0
3000m,Men,8:09.36,1002.0
3000m SC,Men,8:58.17,1002.0
2 Miles,Men,8:47.26,1002.0
5000m,Men,13:59.42,1002.0
10000m,Men,29:27.17,1002.0
2000m SC,Men,5:47.19,1001.0
3000m,Men,8:09.54,1001.0
3000m SC,Men,8:58.41,1001.0
2 Miles,Men,8:47.45,1001.0
5000m,Men,13:59.72,1001.0
10000m,Men,29:27.86,1001.0
2000m SC,Men,5:47.34,1000.0
3000m,Men,8:09.71,1000.0
3000m SC,Men,8:58.65,1000.0
2 Miles,Men,8:47.64,1000.0
5000m,Men,14:00.02,1000.0
10000m,Men,29:28.55,1000.0
2000m SC,Men,5:47.50,999.0
3000m,Men,8:09.89,999.0
3000m SC,Men,8:58.89,999.0
2 Miles,Men,8:47.83,999.0
5000m,Men,14:00.32,999.0
10000m,Men,29:29.24,999.0
2000m SC,Men,5:47.66,998.0
3000m,Men,8:10.06,998.0
3000m SC,Men,8:59.13,998.0
2 Miles,Men,8:48.02,998.0
5000m,Men,14:00.62,998.0
10000m,Men,29:29.93,998.0
2000m SC,Men,5:47.81,997.0
3000m,Men,8:10.24,997.0
3000m SC,Men,8:59.37,997.0
2 Miles,Men,8:48.20,997.0
5000m,Men,14:00.92,997.0
10000m,Men,29:30.62,997.0
2000m SC,Men,5:47.97,996.0
3000m,Men,8:10.41,996.0
3000m SC,Men,8:59.61,996.0
2 Miles,Men,8:48.39,996.0
5000m,Men,14:01.22,996.0
10000m,Men,29:31.31,996.0
2000m SC,Men,5:48.12,995.0
3000m,Men,8:10.59,995.0
3000m SC,Men,8:59.85,995.0
2 Miles,Men,8:48.58,995.0
5000m,Men,14:01.52,995.0
10000m,Men,29:32.01,995.0
2000m SC,Men,5:48.28,994.0
3000m,Men,8:10.76,994.0
3000m SC,Men,9:00.09,994.0
2 Miles,Men,8:48.77,994.0
5000m,Men,14:01.82,994.0
10000m,Men,29:32.70,994.0
2000m SC,Men,5:48.44,993.0
3000m,Men,8:10.94,993.0
3000m SC,Men,9:00.33,993.0
2 Miles,Men,8:48.96,993.0
5000m,Men,14:02.12,993.0
10000m,Men,29:33.39,993.0
2000m SC,Men,5:48.60,992.0
3000m,Men,8:11.11,992.0
3000m SC,Men,9:00.58,992.0
2 Miles,Men,8:49.15,992.0
5000m,Men,14:02.42,992.0
10000m,Men,29:34.08,992.0
2000m SC,Men,5:48.75,991.0
3000m,Men,8:11.29,991.0
3000m SC,Men,9:00.82,991.0
2 Miles,Men,8:49.34,991.0
5000m,Men,14:02.72,991.0
10000m,Men,29:34.78,991.0
2000m SC,Men,5:48.91,990.0
3000m,Men,8:11.47,990.0
3000m SC,Men,9:01.06,990.0
2 Miles,Men,8:49.53,990.0
5000m,Men,14:03.03,990.0
10000m,Men,29:35.47,990.0
2000m SC,Men,5:49.07,989.0
3000m,Men,8:11.64,989.0
3000m SC,Men,9:01.30,989.0
2 Miles,Men,8:49.72,989.0
5000m,Men,14:03.33,989.0
10000m,Men,29:36.17,989.0
2000m SC,Men,5:49.22,988.0
3000m,Men,8:11.82,988.0
3000m SC,Men,9:01.54,988.0
2 Miles,Men,8:49.91,988.0
5000m,Men,14:03.63,988.0
10000m,Men,29:36.86,988.0
2000m SC,Men,5:49.38,987.0
3000m,Men,8:11.99,987.0
3000m SC,Men,9:01.79,987.0
2 Miles,Men,8:50.10,987.0
5000m,Men,14:03.93,987.0
10000m,Men,29:37.56,987.0
2000m SC,Men,5:49.54,986.0
3000m,Men,8:12.17,986.0
3000m SC,Men,9:02.03,986.0
2 Miles,Men,8:50.29,986.0
5000m,Men,14:04.23,986.0
10000m,Men,29:38.25,986.0
2000m SC,Men,5:49.70,985.0
3000m,Men,8:12.35,985.0
3000m SC,Men,9:02.27,985.0
2 Miles,Men,8:50.48,985.0
5000m,Men,14:04.54,985.0
10000m,Men,29:38.95,985.0
2000m SC,Men,5:49.85,984.0
3000m,Men,8:12.52,984.0
3000m SC,Men,9:02.51,984.0
2 Miles,Men,8:50.67,984.0
5000m,Men,14:04.84,984.0
10000m,Men,29:39.64,984.0
2000m SC,Men,5:50.01,983.0
3000m,Men,8:12.70,983.0
3000m SC,Men,9:02.76,983.0
2 Miles,Men,8:50.86,983.0
5000m,Men,14:05.14,983.0
10000m,Men,29:40.34,983.0
2000m SC,Men,5:50.17,982.0
3000m,Men,8:12.88,982.0
3000m SC,Men,9:03.00,982.0
2 Miles,Men,8:51.05,982.0
5000m,Men,14:05.44,982.0
10000m,Men,29:41.04,982.0
2000m SC,Men,5:50.33,981.0
3000m,Men,8:13.05,981.0
3000m SC,Men,9:03.24,981.0
2 Miles,Men,8:51.24,981.0
5000m,Men,14:05.75,981.0
10000m,Men,29:41.73,981.0
2000m SC,Men,5:50.48,980.0
3000m,Men,8:13.23,980.0
3000m SC,Men,9:03.48,980.0
2 Miles,Men,8:51.43,980.0
5000m,Men,14:06.05,980.0
10000m,Men,29:42.43,980.0
2000m SC,Men,5:50.64,979.0
3000m,Men,8:13.41,979.0
3000m SC,Men,9:03.73,979.0
2 Miles,Men,8:51.62,979.0
5000m,Men,14:06.35,979.0
10000m,Men,29:43.13,979.0
2000m SC,Men,5:50.80,978.0
3000m,Men,8:13.58,978.0
3000m SC,Men,9:03.97,978.0
2 Miles,Men,8:51.81,978.0
5000m,Men,14:06.66,978.0
10000m,Men,29:43.83,978.0
2000m SC,Men,5:50.96,977.0
3000m,Men,8:13.76,977.0
3000m SC,Men,9:04.21,977.0
2 Miles,Men,8:52.00,977.0
5000m,Men,14:06.96,977.0
10000m,Men,29:44.53,977.0
2000m SC,Men,5:51.12,976.0
3000m,Men,8:13.94,976.0
3000m SC,Men,9:04.46,976.0
2 Miles,Men,8:52.19,976.0
5000m,Men,14:07.26,976.0
10000m,Men,29:45.23,976.0
2000m SC,Men,5:51.28,975.0
3000m,Men,8:14.12,975.0
3000m SC,Men,9:04.70,975.0
2 Miles,Men,8:52.38,975.0
5000m,Men,14:07.57,975.0
10000m,Men,29:45.92,975.0
2000m SC,Men,5:51.43,974.0
3000m,Men,8:14.29,974.0
3000m SC,Men,9:04.95,974.0
2 Miles,Men,8:52.57,974.0
5000m,Men,14:07.87,974.0
10000m,Men,29:46.62,974.0
2000m SC,Men,5:51.59,973.0
3000m,Men,8:14.47,973.0
3000m SC,Men,9:05.19,973.0
2 Miles,Men,8:52.76,973.0
5000m,Men,14:08.17,973.0
10000m,Men,29:47.32,973.0
2000m SC,Men,5:51.75,972.0
3000m,Men,8:14.65,972.0
3000m SC,Men,9:05.43,972.0
2 Miles,Men,8:52.96,972.0
5000m,Men,14:08.48,972.0
10000m,Men,29:48.03,972.0
2000m SC,Men,5:51.91,971.0
3000m,Men,8:14.83,971.0
3000m SC,Men,9:05.68,971.0
2 Miles,Men,8:53.15,971.0
5000m,Men,14:08.78,971.0
10000m,Men,29:48.73,971.0
2000m SC,Men,5:52.07,970.0
3000m,Men,8:15.00,970.0
3000m SC,Men,9:05.92,970.0
2 Miles,Men,8:53.34,970.0
5000m,Men,14:09.09,970.0
10000m,Men,29:49.43,970.0
2000m SC,Men,5:52.23,969.0
3000m,Men,8:15.18,969.0
3000m SC,Men,9:06.17,969.0
2 Miles,Men,8:53.53,969.0
5000m,Men,14:09.39,969.0
10000m,Men,29:50.13,969.0
2000m SC,Men,5:52.39,968.0
3000m,Men,8:15.36,968.0
3000m SC,Men,9:06.41,968.0
2 Miles,Men,8:53.72,968.0
5000m,Men,14:09.70,968.0
10000m,Men,29:50.83,968.0
2000m SC,Men,5:52.54,967.0
3000m,Men,8:15.54,967.0
3000m SC,Men,9:06.66,967.0
2 Miles,Men,8:53.91,967.0
5000m,Men,14:10.00,967.0
10000m,Men,29:51.53,967.0
2000m SC,Men,5:52.70,966.0
3000m,Men,8:15.72,966.0
3000m SC,Men,9:06.90,966.0
2 Miles,Men,8:54.10,966.0
5000m,Men,14:10.31,966.0
10000m,Men,29:52.24,966.0
2000m SC,Men,5:52.86,965.0
3000m,Men,8:15.89,965.0
3000m SC,Men,9:07.15,965.0
2 Miles,Men,8:54.30,965.0
5000m,Men,14:10.61,965.0
10000m,Men,29:52.94,965.0
2000m SC,Men,5:53.02,964.0
3000m,Men,8:16.07,964.0
3000m SC,Men,9:07.39,964.0
2 Miles,Men,8:54.49,964.0
5000m,Men,14:10.92,964.0
10000m,Men,29:53.64,964.0
2000m SC,Men,5:53.18,963.0
3000m,Men,8:16.25,963.0
3000m SC,Men,9:07.64,963.0
2 Miles,Men,8:54.68,963.0
5000m,Men,14:11.22,963.0
10000m,Men,29:54.35,963.0
2000m SC,Men,5:53.34,962.0
3000m,Men,8:16.43,962.0
3000m SC,Men,9:07.88,962.0
2 Miles,Men,8:54.87,962.0
5000m,Men,14:11.53,962.0
10000m,Men,29:55.05,962.0
2000m SC,Men,5:53.50,961.0
3000m,Men,8:16.61,961.0
3000m SC,Men,9:08.13,961.0
2 Miles,Men,8:55.07,961.0
5000m,Men,14:11.83,961.0
10000m,Men,29:55.75,961.0
2000m SC,Men,5:53.66,960.0
3000m,Men,8:16.79,960.0
3000m SC,Men,9:08.37,960.0
2 Miles,Men,8:55.26,960.0
5000m,Men,14:12.14,960.0
10000m,Men,29:56.46,960.0
2000m SC,Men,5:53.82,959.0
3000m,Men,8:16.97,959.0
3000m SC,Men,9:08.62,959.0
2 Miles,Men,8:55.45,959.0
5000m,Men,14:12.45,959.0
10000m,Men,29:57.16,959.0
2000m SC,Men,5:53.98,958.0
3000m,Men,8:17.15,958.0
3000m SC,Men,9:08.86,958.0
2 Miles,Men,8:55.64,958.0
5000m,Men,14:12.75,958.0
10000m,Men,29:57.87,958.0
2000m SC,Men,5:54.14,957.0
3000m,Men,8:17.32,957.0
3000m SC,Men,9:09.11,957.0
2 Miles,Men,8:55.84,957.0
5000m,Men,14:13.06,957.0
10000m,Men,29:58.58,957.0
2000m SC,Men,5:54.30,956.0
3000m,Men,8:17.50,956.0
3000m SC,Men,9:09.36,956.0
2 Miles,Men,8:56.03,956.0
