TJ(Women)_functions.IaafFunction,20000000.416509,20000106.977000,20004994.140000
TJ(Men)_functions.ABCFormule,0.460619,90.967134,515.026032
TJ(Women)_functions.ABCFormule,0.323323,101.094908,374.090602
