event,gender,performance,points
4x400m,FEMALE,4:42.87,627.0
200m,FEMALE,29.63,626.0
300m,FEMALE,48.19,626.0
400m,FEMALE,1:07.93,626.0
500m,FEMALE,1:30.06,626.0
4x200m,FEMALE,2:04.94,626.0
4x400m,FEMALE,4:43.03,626.0
200m,FEMALE,29.65,625.0
300m,FEMALE,48.21,625.0
400m,FEMALE,1:07.97,625.0
500m,FEMALE,1:30.11,625.0
4x200m,FEMALE,2:05.01,625.0
4x400m,FEMALE,4:43.19,625.0
200m,FEMALE,29.66,624.0
300m,FEMALE,48.24,624.0
400m,FEMALE,1:08.00,624.0
500m,FEMALE,1:30.16,624.0
4x200m,FEMALE,2:05.08,624.0
4x400m,FEMALE,4:43.35,624.0
200m,FEMALE,29.68,623.0
300m,FEMALE,48.26,623.0
400m,FEMALE,1:08.04,623.0
500m,FEMALE,1:30.21,623.0
4x200m,FEMALE,2:05.15,623.0
4x400m,FEMALE,4:43.51,623.0
200m,FEMALE,29.69,622.0
300m,FEMALE,48.28,622.0
400m,FEMALE,1:08.07,622.0
500m,FEMALE,1:30.25,622.0
4x200m,FEMALE,2:05.22,622.0
4x400m,FEMALE,4:43.67,622.0
200m,FEMALE,29.7,621.0
300m,FEMALE,48.31,621.0
400m,FEMALE,1:08.11,621.0
500m,FEMALE,1:30.30,621.0
4x200m,FEMALE,2:05.29,621.0
4x400m,FEMALE,4:43.83,621.0
200m,FEMALE,29.72,620.0
300m,FEMALE,48.33,620.0
400m,FEMALE,1:08.14,620.0
500m,FEMALE,1:30.35,620.0
4x200m,FEMALE,2:05.36,620.0
4x400m,FEMALE,4:44.00,620.0
200m,FEMALE,29.73,619.0
300m,FEMALE,48.36,619.0
400m,FEMALE,1:08.18,619.0
500m,FEMALE,1:30.40,619.0
4x200m,FEMALE,2:05.43,619.0
4x400m,FEMALE,4:44.16,619.0
200m,FEMALE,29.75,618.0
300m,FEMALE,48.38,618.0
400m,FEMALE,1:08.21,618.0
500m,FEMALE,1:30.45,618.0
4x200m,FEMALE,2:05.50,618.0
4x400m,FEMALE,4:44.32,618.0
200m,FEMALE,29.76,617.0
300m,FEMALE,48.41,617.0
400m,FEMALE,1:08.25,617.0
500m,FEMALE,1:30.50,617.0
4x200m,FEMALE,2:05.57,617.0
4x400m,FEMALE,4:44.48,617.0
200m,FEMALE,29.78,616.0
300m,FEMALE,48.43,616.0
400m,FEMALE,1:08.28,616.0
500m,FEMALE,1:30.55,616.0
4x200m,FEMALE,2:05.64,616.0
4x400m,FEMALE,4:44.64,616.0
200m,FEMALE,29.79,615.0
300m,FEMALE,48.46,615.0
400m,FEMALE,1:08.32,615.0
500m,FEMALE,1:30.59,615.0
4x200m,FEMALE,2:05.71,615.0
4x400m,FEMALE,4:44.80,615.0
200m,FEMALE,29.8,614.0
300m,FEMALE,48.48,614.0
400m,FEMALE,1:08.35,614.0
500m,FEMALE,1:30.64,614.0
4x200m,FEMALE,2:05.78,614.0
4x400m,FEMALE,4:44.97,614.0
200m,FEMALE,29.82,613.0
300m,FEMALE,48.51,613.0
400m,FEMALE,1:08.39,613.0
500m,FEMALE,1:30.69,613.0
4x200m,FEMALE,2:05.85,613.0
4x400m,FEMALE,4:45.13,613.0
200m,FEMALE,29.83,612.0
300m,FEMALE,48.53,612.0
400m,FEMALE,1:08.43,612.0
500m,FEMALE,1:30.74,612.0
4x200m,FEMALE,2:05.92,612.0
4x400m,FEMALE,4:45.29,612.0
200m,FEMALE,29.85,611.0
300m,FEMALE,48.56,611.0
400m,FEMALE,1:08.46,611.0
500m,FEMALE,1:30.79,611.0
4x200m,FEMALE,2:05.99,611.0
4x400m,FEMALE,4:45.45,611.0
200m,FEMALE,29.86,610.0
300m,FEMALE,48.58,610.0
400m,FEMALE,1:08.50,610.0
500m,FEMALE,1:30.84,610.0
4x200m,FEMALE,2:06.06,610.0
4x400m,FEMALE,4:45.61,610.0
200m,FEMALE,29.88,609.0
300m,FEMALE,48.61,609.0
400m,FEMALE,1:08.53,609.0
500m,FEMALE,1:30.89,609.0
4x200m,FEMALE,2:06.13,609.0
4x400m,FEMALE,4:45.78,609.0
200m,FEMALE,29.89,608.0
300m,FEMALE,48.63,608.0
400m,FEMALE,1:08.57,608.0
500m,FEMALE,1:30.94,608.0
4x200m,FEMALE,2:06.20,608.0
4x400m,FEMALE,4:45.94,608.0
200m,FEMALE,29.91,607.0
300m,FEMALE,48.66,607.0
400m,FEMALE,1:08.60,607.0
500m,FEMALE,1:30.99,607.0
4x200m,FEMALE,2:06.27,607.0
4x400m,FEMALE,4:46.10,607.0
200m,FEMALE,29.92,606.0
300m,FEMALE,48.68,606.0
400m,FEMALE,1:08.64,606.0
500m,FEMALE,1:31.03,606.0
4x200m,FEMALE,2:06.34,606.0
4x400m,FEMALE,4:46.27,606.0
200m,FEMALE,29.93,605.0
300m,FEMALE,48.71,605.0
400m,FEMALE,1:08.68,605.0
500m,FEMALE,1:31.08,605.0
4x200m,FEMALE,2:06.41,605.0
4x400m,FEMALE,4:46.43,605.0
200m,FEMALE,29.95,604.0
300m,FEMALE,48.73,604.0
400m,FEMALE,1:08.71,604.0
500m,FEMALE,1:31.13,604.0
4x200m,FEMALE,2:06.48,604.0
4x400m,FEMALE,4:46.59,604.0
200m,FEMALE,29.96,603.0
300m,FEMALE,48.76,603.0
400m,FEMALE,1:08.75,603.0
500m,FEMALE,1:31.18,603.0
4x200m,FEMALE,2:06.55,603.0
4x400m,FEMALE,4:46.76,603.0
200m,FEMALE,29.98,602.0
300m,FEMALE,48.78,602.0
400m,FEMALE,1:08.78,602.0
500m,FEMALE,1:31.23,602.0
4x200m,FEMALE,2:06.62,602.0
4x400m,FEMALE,4:46.92,602.0
200m,FEMALE,29.99,601.0
300m,FEMALE,48.81,601.0
400m,FEMALE,1:08.82,601.0
500m,FEMALE,1:31.28,601.0
4x200m,FEMALE,2:06.70,601.0
4x400m,FEMALE,4:47.08,601.0
200m,FEMALE,30.01,600.0
300m,FEMALE,48.83,600.0
400m,FEMALE,1:08.86,600.0
500m,FEMALE,1:31.33,600.0
4x200m,FEMALE,2:06.77,600.0
4x400m,FEMALE,4:47.25,600.0
200m,FEMALE,30.02,599.0
300m,FEMALE,48.86,599.0
400m,FEMALE,1:08.89,599.0
500m,FEMALE,1:31.38,599.0
4x200m,FEMALE,2:06.84,599.0
4x400m,FEMALE,4:47.41,599.0
200m,FEMALE,30.04,598.0
300m,FEMALE,48.88,598.0
400m,FEMALE,1:08.93,598.0
500m,FEMALE,1:31.43,598.0
4x200m,FEMALE,2:06.91,598.0
4x400m,FEMALE,4:47.58,598.0
200m,FEMALE,30.05,597.0
300m,FEMALE,48.91,597.0
400m,FEMALE,1:08.96,597.0
500m,FEMALE,1:31.48,597.0
4x200m,FEMALE,2:06.98,597.0
4x400m,FEMALE,4:47.74,597.0
200m,FEMALE,30.07,596.0
300m,FEMALE,48.93,596.0
400m,FEMALE,1:09.00,596.0
500m,FEMALE,1:31.53,596.0
4x200m,FEMALE,2:07.05,596.0
4x400m,FEMALE,4:47.90,596.0
200m,FEMALE,30.08,595.0
300m,FEMALE,48.96,595.0
400m,FEMALE,1:09.04,595.0
500m,FEMALE,1:31.58,595.0
4x200m,FEMALE,2:07.12,595.0
4x400m,FEMALE,4:48.07,595.0
200m,FEMALE,30.1,594.0
300m,FEMALE,48.98,594.0
400m,FEMALE,1:09.07,594.0
500m,FEMALE,1:31.63,594.0
4x200m,FEMALE,2:07.19,594.0
4x400m,FEMALE,4:48.23,594.0
200m,FEMALE,30.11,593.0
300m,FEMALE,49.01,593.0
400m,FEMALE,1:09.11,593.0
500m,FEMALE,1:31.68,593.0
4x200m,FEMALE,2:07.26,593.0
4x400m,FEMALE,4:48.40,593.0
200m,FEMALE,30.12,592.0
300m,FEMALE,49.03,592.0
400m,FEMALE,1:09.14,592.0
500m,FEMALE,1:31.73,592.0
4x200m,FEMALE,2:07.34,592.0
4x400m,FEMALE,4:48.56,592.0
200m,FEMALE,30.14,591.0
300m,FEMALE,49.06,591.0
400m,FEMALE,1:09.18,591.0
500m,FEMALE,1:31.77,591.0
4x200m,FEMALE,2:07.41,591.0
4x400m,FEMALE,4:48.73,591.0
200m,FEMALE,30.15,590.0
300m,FEMALE,49.08,590.0
400m,FEMALE,1:09.22,590.0
500m,FEMALE,1:31.82,590.0
4x200m,FEMALE,2:07.48,590.0
4x400m,FEMALE,4:48.89,590.0
200m,FEMALE,30.17,589.0
300m,FEMALE,49.11,589.0
400m,FEMALE,1:09.25,589.0
500m,FEMALE,1:31.87,589.0
4x200m,FEMALE,2:07.55,589.0
4x400m,FEMALE,4:49.06,589.0
200m,FEMALE,30.18,588.0
300m,FEMALE,49.14,588.0
400m,FEMALE,1:09.29,588.0
500m,FEMALE,1:31.92,588.0
4x200m,FEMALE,2:07.62,588.0
4x400m,FEMALE,4:49.22,588.0
200m,FEMALE,30.2,587.0
300m,FEMALE,49.16,587.0
400m,FEMALE,1:09.33,587.0
500m,FEMALE,1:31.97,587.0
4x200m,FEMALE,2:07.69,587.0
4x400m,FEMALE,4:49.39,587.0
200m,FEMALE,30.21,586.0
300m,FEMALE,49.19,586.0
400m,FEMALE,1:09.36,586.0
500m,FEMALE,1:32.02,586.0
4x200m,FEMALE,2:07.77,586.0
4x400m,FEMALE,4:49.56,586.0
200m,FEMALE,30.23,585.0
300m,FEMALE,49.21,585.0
400m,FEMALE,1:09.40,585.0
500m,FEMALE,1:32.07,585.0
4x200m,FEMALE,2:07.84,585.0
4x400m,FEMALE,4:49.72,585.0
200m,FEMALE,30.24,584.0
300m,FEMALE,49.24,584.0
400m,FEMALE,1:09.43,584.0
500m,FEMALE,1:32.12,584.0
4x200m,FEMALE,2:07.91,584.0
4x400m,FEMALE,4:49.89,584.0
200m,FEMALE,30.26,583.0
300m,FEMALE,49.26,583.0
400m,FEMALE,1:09.47,583.0
500m,FEMALE,1:32.17,583.0
4x200m,FEMALE,2:07.98,583.0
4x400m,FEMALE,4:50.05,583.0
200m,FEMALE,30.27,582.0
300m,FEMALE,49.29,582.0
400m,FEMALE,1:09.51,582.0
500m,FEMALE,1:32.22,582.0
4x200m,FEMALE,2:08.05,582.0
4x400m,FEMALE,4:50.22,582.0
200m,FEMALE,30.29,581.0
300m,FEMALE,49.31,581.0
400m,FEMALE,1:09.54,581.0
500m,FEMALE,1:32.27,581.0
4x200m,FEMALE,2:08.13,581.0
4x400m,FEMALE,4:50.39,581.0
200m,FEMALE,30.3,580.0
300m,FEMALE,49.34,580.0
400m,FEMALE,1:09.58,580.0
500m,FEMALE,1:32.32,580.0
4x200m,FEMALE,2:08.20,580.0
4x400m,FEMALE,4:50.55,580.0
200m,FEMALE,30.32,579.0
300m,FEMALE,49.36,579.0
400m,FEMALE,1:09.62,579.0
500m,FEMALE,1:32.37,579.0
4x200m,FEMALE,2:08.27,579.0
4x400m,FEMALE,4:50.72,579.0
200m,FEMALE,30.33,578.0
300m,FEMALE,49.39,578.0
400m,FEMALE,1:09.65,578.0
500m,FEMALE,1:32.42,578.0
4x200m,FEMALE,2:08.34,578.0
4x400m,FEMALE,4:50.89,578.0
200m,FEMALE,30.35,577.0
300m,FEMALE,49.42,577.0
400m,FEMALE,1:09.69,577.0
500m,FEMALE,1:32.47,577.0
4x200m,FEMALE,2:08.42,577.0
4x400m,FEMALE,4:51.06,577.0
200m,FEMALE,30.36,576.0
300m,FEMALE,49.44,576.0
400m,FEMALE,1:09.73,576.0
500m,FEMALE,1:32.52,576.0
4x200m,FEMALE,2:08.49,576.0
4x400m,FEMALE,4:51.22,576.0
200m,FEMALE,30.38,575.0
300m,FEMALE,49.47,575.0
400m,FEMALE,1:09.76,575.0
500m,FEMALE,1:32.58,575.0
4x200m,FEMALE,2:08.56,575.0
4x400m,FEMALE,4:51.39,575.0
200m,FEMALE,30.39,574.0
300m,FEMALE,49.49,574.0
400m,FEMALE,1:09.80,574.0
500m,FEMALE,1:32.63,574.0
4x200m,FEMALE,2:08.63,574.0
4x400m,FEMALE,4:51.56,574.0
200m,FEMALE,30.41,573.0
300m,FEMALE,49.52,573.0
400m,FEMALE,1:09.84,573.0
500m,FEMALE,1:32.68,573.0
4x200m,FEMALE,2:08.71,573.0
4x400m,FEMALE,4:51.73,573.0
200m,FEMALE,30.42,572.0
300m,FEMALE,49.54,572.0
400m,FEMALE,1:09.87,572.0
500m,FEMALE,1:32.73,572.0
4x200m,FEMALE,2:08.78,572.0
4x400m,FEMALE,4:51.89,572.0
200m,FEMALE,30.44,571.0
300m,FEMALE,49.57,571.0
400m,FEMALE,1:09.91,571.0
500m,FEMALE,1:32.78,571.0
4x200m,FEMALE,2:08.85,571.0
4x400m,FEMALE,4:52.06,571.0
200m,FEMALE,30.45,570.0
300m,FEMALE,49.6,570.0
400m,FEMALE,1:09.95,570.0
500m,FEMALE,1:32.83,570.0
4x200m,FEMALE,2:08.92,570.0
4x400m,FEMALE,4:52.23,570.0
200m,FEMALE,30.47,569.0
300m,FEMALE,49.62,569.0
400m,FEMALE,1:09.98,569.0
500m,FEMALE,1:32.88,569.0
4x200m,FEMALE,2:09.00,569.0
4x400m,FEMALE,4:52.40,569.0
200m,FEMALE,30.48,568.0
300m,FEMALE,49.65,568.0
400m,FEMALE,1:10.02,568.0
500m,FEMALE,1:32.93,568.0
4x200m,FEMALE,2:09.07,568.0
4x400m,FEMALE,4:52.57,568.0
200m,FEMALE,30.5,567.0
300m,FEMALE,49.67,567.0
400m,FEMALE,1:10.06,567.0
500m,FEMALE,1:32.98,567.0
4x200m,FEMALE,2:09.14,567.0
4x400m,FEMALE,4:52.73,567.0
200m,FEMALE,30.51,566.0
300m,FEMALE,49.7,566.0
400m,FEMALE,1:10.10,566.0
500m,FEMALE,1:33.03,566.0
4x200m,FEMALE,2:09.22,566.0
4x400m,FEMALE,4:52.90,566.0
200m,FEMALE,30.53,565.0
300m,FEMALE,49.73,565.0
400m,FEMALE,1:10.13,565.0
500m,FEMALE,1:33.08,565.0
4x200m,FEMALE,2:09.29,565.0
4x400m,FEMALE,4:53.07,565.0
200m,FEMALE,30.54,564.0
300m,FEMALE,49.75,564.0
400m,FEMALE,1:10.17,564.0
500m,FEMALE,1:33.13,564.0
4x200m,FEMALE,2:09.36,564.0
4x400m,FEMALE,4:53.24,564.0
200m,FEMALE,30.56,563.0
300m,FEMALE,49.78,563.0
400m,FEMALE,1:10.21,563.0
500m,FEMALE,1:33.18,563.0
4x200m,FEMALE,2:09.44,563.0
4x400m,FEMALE,4:53.41,563.0
200m,FEMALE,30.57,562.0
300m,FEMALE,49.8,562.0
400m,FEMALE,1:10.24,562.0
500m,FEMALE,1:33.23,562.0
4x200m,FEMALE,2:09.51,562.0
4x400m,FEMALE,4:53.58,562.0
200m,FEMALE,30.59,561.0
300m,FEMALE,49.83,561.0
400m,FEMALE,1:10.28,561.0
500m,FEMALE,1:33.28,561.0
4x200m,FEMALE,2:09.58,561.0
4x400m,FEMALE,4:53.75,561.0
200m,FEMALE,30.6,560.0
300m,FEMALE,49.86,560.0
400m,FEMALE,1:10.32,560.0
500m,FEMALE,1:33.34,560.0
4x200m,FEMALE,2:09.66,560.0
4x400m,FEMALE,4:53.92,560.0
200m,FEMALE,30.62,559.0
300m,FEMALE,49.88,559.0
400m,FEMALE,1:10.36,559.0
500m,FEMALE,1:33.39,559.0
4x200m,FEMALE,2:09.73,559.0
4x400m,FEMALE,4:54.09,559.0
200m,FEMALE,30.63,558.0
300m,FEMALE,49.91,558.0
400m,FEMALE,1:10.39,558.0
500m,FEMALE,1:33.44,558.0
4x200m,FEMALE,2:09.80,558.0
4x400m,FEMALE,4:54.26,558.0
200m,FEMALE,30.65,557.0
300m,FEMALE,49.93,557.0
400m,FEMALE,1:10.43,557.0
500m,FEMALE,1:33.49,557.0
4x200m,FEMALE,2:09.88,557.0
4x400m,FEMALE,4:54.43,557.0
200m,FEMALE,30.66,556.0
300m,FEMALE,49.96,556.0
400m,FEMALE,1:10.47,556.0
500m,FEMALE,1:33.54,556.0
4x200m,FEMALE,2:09.95,556.0
4x400m,FEMALE,4:54.60,556.0
200m,FEMALE,30.68,555.0
300m,FEMALE,49.99,555.0
400m,FEMALE,1:10.50,555.0
500m,FEMALE,1:33.59,555.0
4x200m,FEMALE,2:10.02,555.0
4x400m,FEMALE,4:54.77,555.0
200m,FEMALE,30.69,554.0
300m,FEMALE,50.01,554.0
400m,FEMALE,1:10.54,554.0
500m,FEMALE,1:33.64,554.0
4x200m,FEMALE,2:10.10,554.0
4x400m,FEMALE,4:54.94,554.0
200m,FEMALE,30.71,553.0
300m,FEMALE,50.04,553.0
400m,FEMALE,1:10.58,553.0
500m,FEMALE,1:33.69,553.0
4x200m,FEMALE,2:10.17,553.0
4x400m,FEMALE,4:55.11,553.0
200m,FEMALE,30.72,552.0
300m,FEMALE,50.06,552.0
400m,FEMALE,1:10.62,552.0
500m,FEMALE,1:33.75,552.0
4x200m,FEMALE,2:10.25,552.0
4x400m,FEMALE,4:55.28,552.0
200m,FEMALE,30.74,551.0
300m,FEMALE,50.09,551.0
400m,FEMALE,1:10.65,551.0
500m,FEMALE,1:33.80,551.0
4x200m,FEMALE,2:10.32,551.0
4x400m,FEMALE,4:55.45,551.0
200m,FEMALE,30.75,550.0
300m,FEMALE,50.12,550.0
400m,FEMALE,1:10.69,550.0
500m,FEMALE,1:33.85,550.0
4x200m,FEMALE,2:10.39,550.0
4x400m,FEMALE,4:55.62,550.0
200m,FEMALE,30.77,549.0
300m,FEMALE,50.14,549.0
400m,FEMALE,1:10.73,549.0
500m,FEMALE,1:33.90,549.0
4x200m,FEMALE,2:10.47,549.0
4x400m,FEMALE,4:55.79,549.0
200m,FEMALE,30.78,548.0
300m,FEMALE,50.17,548.0
400m,FEMALE,1:10.77,548.0
500m,FEMALE,1:33.95,548.0
4x200m,FEMALE,2:10.54,548.0
4x400m,FEMALE,4:55.97,548.0
200m,FEMALE,30.8,547.0
300m,FEMALE,50.2,547.0
400m,FEMALE,1:10.80,547.0
500m,FEMALE,1:34.00,547.0
4x200m,FEMALE,2:10.62,547.0
4x400m,FEMALE,4:56.14,547.0
200m,FEMALE,30.81,546.0
300m,FEMALE,50.22,546.0
400m,FEMALE,1:10.84,546.0
500m,FEMALE,1:34.05,546.0
4x200m,FEMALE,2:10.69,546.0
4x400m,FEMALE,4:56.31,546.0
200m,FEMALE,30.83,545.0
300m,FEMALE,50.25,545.0
400m,FEMALE,1:10.88,545.0
500m,FEMALE,1:34.11,545.0
4x200m,FEMALE,2:10.77,545.0
4x400m,FEMALE,4:56.48,545.0
200m,FEMALE,30.84,544.0
300m,FEMALE,50.27,544.0
400m,FEMALE,1:10.92,544.0
500m,FEMALE,1:34.16,544.0
4x200m,FEMALE,2:10.84,544.0
4x400m,FEMALE,4:56.65,544.0
200m,FEMALE,30.86,543.0
300m,FEMALE,50.3,543.0
400m,FEMALE,1:10.96,543.0
500m,FEMALE,1:34.21,543.0
4x200m,FEMALE,2:10.92,543.0
4x400m,FEMALE,4:56.83,543.0
200m,FEMALE,30.87,542.0
300m,FEMALE,50.33,542.0
400m,FEMALE,1:10.99,542.0
500m,FEMALE,1:34.26,542.0
4x200m,FEMALE,2:10.99,542.0
4x400m,FEMALE,4:57.00,542.0
200m,FEMALE,30.89,541.0
300m,FEMALE,50.35,541.0
400m,FEMALE,1:11.03,541.0
500m,FEMALE,1:34.31,541.0
4x200m,FEMALE,2:11.07,541.0
4x400m,FEMALE,4:57.17,541.0
200m,FEMALE,30.9,540.0
300m,FEMALE,50.38,540.0
400m,FEMALE,1:11.07,540.0
500m,FEMALE,1:34.37,540.0
4x200m,FEMALE,2:11.14,540.0
4x400m,FEMALE,4:57.34,540.0
200m,FEMALE,30.92,539.0
300m,FEMALE,50.41,539.0
400m,FEMALE,1:11.11,539.0
500m,FEMALE,1:34.42,539.0
4x200m,FEMALE,2:11.21,539.0
4x400m,FEMALE,4:57.52,539.0
200m,FEMALE,30.94,538.0
300m,FEMALE,50.43,538.0
400m,FEMALE,1:11.14,538.0
500m,FEMALE,1:34.47,538.0
4x200m,FEMALE,2:11.29,538.0
4x400m,FEMALE,4:57.69,538.0
200m,FEMALE,30.95,537.0
300m,FEMALE,50.46,537.0
400m,FEMALE,1:11.18,537.0
500m,FEMALE,1:34.52,537.0
4x200m,FEMALE,2:11.36,537.0
4x400m,FEMALE,4:57.86,537.0
200m,FEMALE,30.97,536.0
300m,FEMALE,50.49,536.0
400m,FEMALE,1:11.22,536.0
500m,FEMALE,1:34.57,536.0
4x200m,FEMALE,2:11.44,536.0
4x400m,FEMALE,4:58.04,536.0
200m,FEMALE,30.98,535.0
300m,FEMALE,50.51,535.0
400m,FEMALE,1:11.26,535.0
500m,FEMALE,1:34.63,535.0
4x200m,FEMALE,2:11.52,535.0
4x400m,FEMALE,4:58.21,535.0
200m,FEMALE,31.0,534.0
300m,FEMALE,50.54,534.0
400m,FEMALE,1:11.30,534.0
500m,FEMALE,1:34.68,534.0
4x200m,FEMALE,2:11.59,534.0
4x400m,FEMALE,4:58.38,534.0
200m,FEMALE,31.01,533.0
300m,FEMALE,50.57,533.0
400m,FEMALE,1:11.34,533.0
500m,FEMALE,1:34.73,533.0
4x200m,FEMALE,2:11.67,533.0
4x400m,FEMALE,4:58.56,533.0
200m,FEMALE,31.03,532.0
300m,FEMALE,50.59,532.0
400m,FEMALE,1:11.37,532.0
500m,FEMALE,1:34.78,532.0
4x200m,FEMALE,2:11.74,532.0
4x400m,FEMALE,4:58.73,532.0
200m,FEMALE,31.04,531.0
300m,FEMALE,50.62,531.0
400m,FEMALE,1:11.41,531.0
500m,FEMALE,1:34.84,531.0
4x200m,FEMALE,2:11.82,531.0
4x400m,FEMALE,4:58.91,531.0
200m,FEMALE,31.06,530.0
300m,FEMALE,50.65,530.0
400m,FEMALE,1:11.45,530.0
500m,FEMALE,1:34.89,530.0
4x200m,FEMALE,2:11.89,530.0
4x400m,FEMALE,4:59.08,530.0
200m,FEMALE,31.07,529.0
300m,FEMALE,50.67,529.0
400m,FEMALE,1:11.49,529.0
500m,FEMALE,1:34.94,529.0
4x200m,FEMALE,2:11.97,529.0
4x400m,FEMALE,4:59.25,529.0
200m,FEMALE,31.09,528.0
300m,FEMALE,50.7,528.0
400m,FEMALE,1:11.53,528.0
500m,FEMALE,1:34.99,528.0
4x200m,FEMALE,2:12.04,528.0
4x400m,FEMALE,4:59.43,528.0
200m,FEMALE,31.11,527.0
300m,FEMALE,50.73,527.0
400m,FEMALE,1:11.56,527.0
500m,FEMALE,1:35.05,527.0
4x200m,FEMALE,2:12.12,527.0
4x400m,FEMALE,4:59.60,527.0
200m,FEMALE,31.12,526.0
300m,FEMALE,50.75,526.0
400m,FEMALE,1:11.60,526.0
500m,FEMALE,1:35.10,526.0
4x200m,FEMALE,2:12.20,526.0
4x400m,FEMALE,4:59.78,526.0
200m,FEMALE,31.14,525.0
300m,FEMALE,50.78,525.0
400m,FEMALE,1:11.64,525.0
500m,FEMALE,1:35.15,525.0
4x200m,FEMALE,2:12.27,525.0
4x400m,FEMALE,4:59.95,525.0
200m,FEMALE,31.15,524.0
300m,FEMALE,50.81,524.0
400m,FEMALE,1:11.68,524.0
500m,FEMALE,1:35.20,524.0
4x200m,FEMALE,2:12.35,524.0
4x400m,FEMALE,5:00.13,524.0
200m,FEMALE,31.17,523.0
300m,FEMALE,50.83,523.0
400m,FEMALE,1:11.72,523.0
500m,FEMALE,1:35.26,523.0
4x200m,FEMALE,2:12.42,523.0
4x400m,FEMALE,5:00.31,523.0
200m,FEMALE,31.18,522.0
300m,FEMALE,50.86,522.0
400m,FEMALE,1:11.76,522.0
500m,FEMALE,1:35.31,522.0
4x200m,FEMALE,2:12.50,522.0
4x400m,FEMALE,5:00.48,522.0
200m,FEMALE,31.2,521.0
300m,FEMALE,50.89,521.0
400m,FEMALE,1:11.80,521.0
500m,FEMALE,1:35.36,521.0
4x200m,FEMALE,2:12.58,521.0
4x400m,FEMALE,5:00.66,521.0
200m,FEMALE,31.22,520.0
300m,FEMALE,50.92,520.0
400m,FEMALE,1:11.83,520.0
500m,FEMALE,1:35.41,520.0
4x200m,FEMALE,2:12.65,520.0
4x400m,FEMALE,5:00.83,520.0
200m,FEMALE,31.23,519.0
300m,FEMALE,50.94,519.0
400m,FEMALE,1:11.87,519.0
500m,FEMALE,1:35.47,519.0
4x200m,FEMALE,2:12.73,519.0
4x400m,FEMALE,5:01.01,519.0
200m,FEMALE,31.25,518.0
300m,FEMALE,50.97,518.0
400m,FEMALE,1:11.91,518.0
500m,FEMALE,1:35.52,518.0
4x200m,FEMALE,2:12.80,518.0
4x400m,FEMALE,5:01.19,518.0
200m,FEMALE,31.26,517.0
300m,FEMALE,51.0,517.0
400m,FEMALE,1:11.95,517.0
500m,FEMALE,1:35.57,517.0
4x200m,FEMALE,2:12.88,517.0
4x400m,FEMALE,5:01.36,517.0
200m,FEMALE,31.28,516.0
300m,FEMALE,51.02,516.0
400m,FEMALE,1:11.99,516.0
500m,FEMALE,1:35.63,516.0
4x200m,FEMALE,2:12.96,516.0
4x400m,FEMALE,5:01.54,516.0
200m,FEMALE,31.29,515.0
300m,FEMALE,51.05,515.0
400m,FEMALE,1:12.03,515.0
500m,FEMALE,1:35.68,515.0
4x200m,FEMALE,2:13.03,515.0
4x400m,FEMALE,5:01.72,515.0
200m,FEMALE,31.31,514.0
300m,FEMALE,51.08,514.0
400m,FEMALE,1:12.07,514.0
500m,FEMALE,1:35.73,514.0
4x200m,FEMALE,2:13.11,514.0
4x400m,FEMALE,5:01.89,514.0
200m,FEMALE,31.33,513.0
300m,FEMALE,51.1,513.0
400m,FEMALE,1:12.11,513.0
500m,FEMALE,1:35.79,513.0
4x200m,FEMALE,2:13.19,513.0
4x400m,FEMALE,5:02.07,513.0
200m,FEMALE,31.34,512.0
300m,FEMALE,51.13,512.0
400m,FEMALE,1:12.14,512.0
500m,FEMALE,1:35.84,512.0
4x200m,FEMALE,2:13.26,512.0
4x400m,FEMALE,5:02.25,512.0
200m,FEMALE,31.36,511.0
300m,FEMALE,51.16,511.0
400m,FEMALE,1:12.18,511.0
500m,FEMALE,1:35.89,511.0
4x200m,FEMALE,2:13.34,511.0
4x400m,FEMALE,5:02.42,511.0
200m,FEMALE,31.37,510.0
300m,FEMALE,51.19,510.0
400m,FEMALE,1:12.22,510.0
500m,FEMALE,1:35.95,510.0
4x200m,FEMALE,2:13.42,510.0
4x400m,FEMALE,5:02.60,510.0
200m,FEMALE,31.39,509.0
300m,FEMALE,51.21,509.0
400m,FEMALE,1:12.26,509.0
500m,FEMALE,1:36.00,509.0
4x200m,FEMALE,2:13.50,509.0
4x400m,FEMALE,5:02.78,509.0
200m,FEMALE,31.4,508.0
300m,FEMALE,51.24,508.0
400m,FEMALE,1:12.30,508.0
500m,FEMALE,1:36.05,508.0
4x200m,FEMALE,2:13.57,508.0
4x400m,FEMALE,5:02.96,508.0
200m,FEMALE,31.42,507.0
300m,FEMALE,51.27,507.0
400m,FEMALE,1:12.34,507.0
500m,FEMALE,1:36.11,507.0
4x200m,FEMALE,2:13.65,507.0
4x400m,FEMALE,5:03.14,507.0
200m,FEMALE,31.44,506.0
300m,FEMALE,51.3,506.0
400m,FEMALE,1:12.38,506.0
500m,FEMALE,1:36.16,506.0
4x200m,FEMALE,2:13.73,506.0
4x400m,FEMALE,5:03.32,506.0
200m,FEMALE,31.45,505.0
300m,FEMALE,51.32,505.0
400m,FEMALE,1:12.42,505.0
500m,FEMALE,1:36.21,505.0
4x200m,FEMALE,2:13.80,505.0
4x400m,FEMALE,5:03.49,505.0
200m,FEMALE,31.47,504.0
300m,FEMALE,51.35,504.0
400m,FEMALE,1:12.46,504.0
